"","last name","first name","two letter state abbreviation","Number of commemorative bills receiving action beyond committee","Number of commemorative bills receiving action in committee","Number of commemorative bills sponsored by this senator","Number of commemorative bills becoming law","Number of commemorative bills passing Senate","Number of substantive bills receiving action beyond committee","Number of substantive bills receiving action in committee","Number of substantive bills sponsored by this senator","Number of substantive bills becoming law","Number of substantive bills passing Senate","Number of SS bills receiving action beyond committee","Number of SS bills receiving action in committee","Number of substantive and significant (SS) bills sponsored by this senator","Number of SS bills becoming law","Number of SS bills passing Senate","congress","Observation number order based on scraping congress.gov","ID","yearcongStart","dem","majority","yearStart","female","Black","latinx","percent_vote","1st-dimension DW-NOMINATE score","chair","subchair","currterms","stateLeg","state_leg X squire index","majLeader","minLeader","votepct squared","totalSponsored","Total number of bills receiving action in committee","Total number of bills receiving action beyond committee","totalSenate","totalLaw","legeffictive","lagged legislative effectiveness score","distrance from legislative median in DW-NOMINATE","powrcmte","freshman","seniority squared","distance from majority party median dwnom1","number of members in state congressional delegation","Benchmark score based on majority, seniority, chairs","1 = Below, 2 = Meets, 3 = Exceeds"
"1004","Thurmond","Strom","SC",0,0,4,0,0,10,9,72,2,8,1,1,2,0,0,102,1014,9369,1990,0,0,1954,0,0,0,64,0.388999998569489,0,0,19,1,0.28099998831749,0,0,4096,78,10,11,8,2,1.53622794151306,1.58447456359863,0.587999999523163,0,0,361,0.704473674297333,6,1.25906991958618,2
"1005","Wallop","Malcolm","WY",0,0,0,0,0,2,4,11,0,2,0,0,0,0,0,102,1015,14511,1990,0,0,1976,0,0,0,50,0.663999974727631,0,0,8,1,0.0750000029802322,0,0,2500,11,4,2,2,0,0.278299331665039,0.469196259975433,0.862999975681305,0,0,64,0.979473650455475,1,0.616757452487946,1
"1006","Warner","John","VA",1,1,2,1,1,2,3,13,2,2,1,1,2,0,0,102,1016,14712,1990,0,0,1978,0,0,0,81,0.243000000715256,0,0,7,0,0,0,0,6561,17,5,4,3,3,0.659185647964478,0.379207164049149,0.44200000166893,0,0,49,0.558473706245422,10,0.558365404605865,2
"1007","Wellstone","Paul","MN",0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,102,1017,49101,1990,1,1,1990,0,0,0,50,-0.527999997138977,0,0,1,0,0,0,0,2500,7,1,0,0,0,0.0706469491124153,NA,0.328999996185303,0,1,1,0.21252629160881,8,0.347737222909927,1
"1008","Wirth","Timothy","CO",0,0,0,0,0,3,8,29,0,1,1,2,2,0,1,102,1019,14282,1990,1,1,1986,0,0,0,50,-0.344999998807907,0,1,3,0,0,0,0,2500,31,10,4,2,0,0.680854439735413,0.840044021606445,0.145999997854233,0,0,9,0.0295262988656759,6,0.936892211437225,2
"1009","Wofford","Harris","PA",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,102,1020,49104,1990,1,1,1991,0,0,0,NA,-0.351999998092651,0,0,1,0,0,0,0,NA,14,0,0,0,0,0.0783683434128761,NA,0.152999997138977,1,1,1,0.036526296287775,23,0.347737222909927,1
"1010","Akaka","Daniel","HI",0,0,4,0,0,3,8,21,0,1,1,1,1,0,1,103,1021,14400,1992,1,1,1990,0,0,0,54,-0.382999986410141,0,1,3,0,0,0,0,2916,26,9,4,2,0,0.711879968643188,0.942688405513763,0.165999993681908,0,0,9,0.0601578876376152,2,1.03338122367859,2
"1011","Baucus","Max","MT",0,0,0,0,0,3,6,25,0,2,8,12,16,0,4,103,1022,14203,1992,1,1,1978,0,0,0,68,-0.241999998688698,1,1,8,1,0.114000000059605,0,0,4624,41,18,11,6,0,2.20475459098816,0.808658540248871,0.0249999985098839,1,0,64,0.080842100083828,1,2.15735697746277,2
"1012","Bennett","Robert","UT",0,0,1,0,0,2,3,6,0,0,0,0,0,0,0,103,1023,49307,1992,0,0,1992,0,0,0,55,0.317999988794327,0,0,1,0,0,0,0,3025,7,3,2,0,0,0.173273950815201,NA,0.534999966621399,0,1,1,0.640842080116272,3,0.368596643209457,1
"1013","Biden","Joseph","DE",0,0,0,0,0,2,1,8,1,1,1,0,2,0,0,103,1025,14101,1992,1,1,1972,0,0,0,63,-0.317999988794327,1,1,11,0,0,0,0,3969,10,1,3,1,1,0.40196093916893,1.37975931167603,0.100999988615513,0,0,121,0.00484211137518287,1,2.25090336799622,1
"1014","Bingaman","Jeff","NM",0,0,1,0,0,9,13,43,3,8,4,4,4,1,2,103,1026,14912,1992,1,1,1982,0,0,0,63,-0.284999996423721,0,1,6,0,0,0,0,3969,48,17,13,10,4,2.60473704338074,1.79780805110931,0.0679999962449074,1,0,36,0.0378421023488045,3,1.12692761421204,3
"1015","Bond","Christopher","MO",0,0,0,0,0,0,2,10,0,0,2,2,2,2,2,103,1027,15501,1992,0,0,1986,0,0,0,52,0.289000004529953,0,0,4,0,0,0,0,2704,12,4,2,2,2,1.05455386638641,0.209121391177177,0.505999982357025,1,0,16,0.611842095851898,9,0.462143063545227,3
"1016","Boren","David","OK",0,0,0,0,0,0,2,15,0,0,3,3,3,1,2,103,1028,14700,1992,1,1,1978,0,0,0,83,-0.216999992728233,0,1,8,1,0.248999997973442,0,0,6889,18,5,3,2,1,0.969630777835846,0.782511472702026,7.27176985293454e-09,1,0,64,0.105842106044292,6,1.18929195404053,2
"1017","Boxer","Barbara","CA",0,0,0,0,0,1,3,23,0,1,1,2,2,1,1,103,1029,15011,1992,1,1,1992,1,0,0,48,-0.467999994754791,0,0,1,0,0,0,0,2304,25,5,2,2,1,0.846769094467163,NA,0.250999987125397,0,1,1,0.145157888531685,52,0.560425698757172,3
"1018","Bradley","Bill","NJ",0,0,0,0,0,5,6,42,2,2,0,0,0,0,0,103,1030,14702,1992,1,1,1978,0,0,0,50,-0.361999988555908,0,1,8,0,0,0,0,2500,42,6,5,2,2,0.936707377433777,0.817498564720154,0.144999995827675,1,0,64,0.0391578897833824,13,1.18929195404053,2
"1019","Breaux","John","LA",0,0,0,0,0,1,1,23,0,0,0,2,3,0,0,103,1031,13056,1992,1,1,1986,0,0,0,73,-0.187999993562698,0,1,4,0,0,0,0,5329,26,3,1,0,0,0.353442758321762,0.566999137401581,0.0290000066161156,1,0,16,0.134842112660408,7,1.06456327438354,1
"1020","Brown","Hank","CO",0,0,0,0,0,1,3,22,0,0,0,0,1,0,0,103,1032,14803,1992,0,0,1990,0,0,0,56,0.526000022888184,0,0,2,1,0.300000011920929,0,0,3136,23,3,1,0,0,0.271250665187836,0.702013552188873,0.743000030517578,0,0,4,0.848842144012451,6,0.399778783321381,2
"1021","Bryan","Richard","NV",0,0,0,0,0,0,1,10,0,0,5,6,6,0,1,103,1033,15700,1992,1,1,1988,0,0,0,50,-0.263999998569489,0,1,3,1,0.129999995231628,0,0,2500,16,7,5,1,0,0.863000690937042,0.909168660640717,0.0469999983906746,0,0,9,0.0588421002030373,2,1.03338122367859,2
"1022","Bumpers","Dale","AR",0,0,0,0,0,1,6,23,0,1,6,6,7,4,5,103,1034,14300,1992,1,1,1974,0,0,0,60,-0.370000004768372,1,1,10,0,0,0,0,3600,30,12,7,6,4,2.62218642234802,1.06055295467377,0.153000012040138,1,0,100,0.0471579059958458,4,2.21972107887268,2
"1023","Burns","Conrad","MT",0,0,0,0,0,1,1,8,1,1,0,0,1,0,0,103,1035,15701,1992,0,0,1988,0,0,0,52,0.358999997377396,0,0,3,0,0,0,0,2704,9,1,1,1,1,0.298659801483154,0.37654447555542,0.575999975204468,1,0,9,0.681842088699341,1,0.430960923433304,2
"1024","Byrd","Robert","WV",0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,103,1036,1366,1992,1,1,1958,0,0,0,65,-0.331999987363815,1,1,18,1,0.150000005960464,1,0,4225,3,3,3,0,0,0.179982736706734,0.270292967557907,0.114999987185001,1,0,324,0.00915788765996695,3,2.46917843818665,1
"1025","Campbell","Ben","CO",0,0,1,0,0,5,6,15,1,2,0,1,1,0,0,103,1037,15407,1992,1,1,1992,0,0,0,52,-0.193000003695488,0,0,1,1,0.300000011920929,0,0,2704,17,7,5,2,1,0.68484491109848,NA,0.023999996483326,0,1,1,0.129842102527618,6,0.560425698757172,2
"1026","Chafee","John","RI",0,0,0,0,0,0,0,27,0,0,1,1,3,1,1,103,1038,14500,1992,0,0,1976,0,0,0,55,0.0359999984502792,0,0,9,1,0.142000004649162,0,0,3025,30,1,1,1,1,0.690532743930817,0.485531091690063,0.252999991178513,1,0,81,0.358842104673386,2,0.618053793907166,2
"1027","Coats","Daniel","IN",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,103,1039,14806,1992,0,0,1989,0,0,0,57,0.398000001907349,0,0,3,0,0,0,0,3249,7,0,0,0,0,0.0501916781067848,0.162449866533279,0.615000009536743,1,0,9,0.720842123031616,10,0.430960923433304,1
"1028","Cochran","Thad","MS",0,0,1,0,0,1,1,13,0,0,1,0,1,1,1,103,1040,14009,1992,0,0,1978,0,0,0,100,0.277999997138977,0,0,8,0,0,0,1,10000,15,1,2,1,1,0.569385588169098,0.285630226135254,0.495000004768372,1,0,64,0.600842118263245,5,0.58687162399292,2
"1029","Cohen","William","ME",2,1,4,0,2,0,2,19,0,0,0,0,0,0,0,103,1041,14010,1992,0,0,1978,0,0,0,61,0.0359999984502792,0,0,8,0,0,0,0,3721,23,3,2,2,0,0.226307958364487,0.496752828359604,0.252999991178513,1,0,64,0.358842104673386,2,0.58687162399292,1
"1030","Conrad","Kent","ND",0,0,0,0,0,3,4,18,0,3,0,0,0,0,0,103,1042,15502,1992,1,1,1986,0,0,0,63,-0.370999991893768,0,1,4,0,0,0,0,3969,18,4,3,3,0,0.471962779760361,0.531016767024994,0.153999999165535,1,0,16,0.0481578931212425,1,1.06456327438354,1
"1031","Coverdell","Paul","GA",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,103,1043,49301,1992,0,0,1992,0,0,0,51,0.425000011920929,0,0,1,1,0.133000001311302,0,0,2601,6,0,0,0,0,0.0430214405059814,NA,0.642000019550323,0,1,1,0.747842133045197,11,0.368596643209457,1
"1032","Craig","Larry","ID",0,0,3,0,0,2,4,13,2,2,1,1,2,0,1,103,1044,14809,1992,0,0,1990,0,0,0,61,0.586000025272369,0,0,2,1,0.119000002741814,0,0,3721,18,5,3,3,2,0.839603960514069,0.559455215930939,0.803000032901764,0,0,4,0.908842146396637,2,0.399778783321381,3
"1033","D'Amato","Alfonse","NY",0,0,2,0,0,2,4,25,0,1,0,1,1,0,0,103,1045,14900,1992,0,0,1980,0,0,0,49,0.160999998450279,0,0,7,0,0,0,0,2401,28,5,2,1,0,0.448546379804611,0.278265327215195,0.377999991178513,1,0,49,0.483842104673386,31,0.555689513683319,2
"1034","Danforth","John","MO",1,1,1,0,1,3,4,38,0,0,2,3,3,0,1,103,1046,14501,1992,0,0,1976,0,0,0,68,0.170000001788139,0,0,9,0,0,0,0,4624,42,8,6,2,0,0.885023176670074,1.26713049411774,0.386999994516373,1,0,81,0.492842108011246,9,0.618053793907166,2
"1035","Daschle","Thomas","SD",0,0,0,0,0,5,10,42,2,3,3,2,3,1,1,103,1047,14617,1992,1,1,1986,0,0,0,65,-0.370000004768372,0,1,4,0,0,0,0,4225,45,12,8,4,3,1.74503254890442,1.32951629161835,0.153000012040138,1,0,16,0.0471579059958458,1,1.06456327438354,3
"1036","DeConcini","Dennis","AZ",0,0,0,0,0,4,15,53,2,3,7,7,9,0,4,103,1048,14502,1992,1,1,1976,0,0,0,57,-0.23199999332428,0,1,9,0,0,0,0,3249,62,22,11,7,2,2.54682874679565,4.33283853530884,0.0149999931454659,1,0,81,0.090842105448246,6,1.22047400474548,3
"1037","Dodd","Christopher","CT",0,0,0,0,0,2,3,23,0,0,7,7,7,2,5,103,1049,14213,1992,1,1,1980,0,0,0,59,-0.347000002861023,0,1,7,0,0,0,0,3481,30,10,9,5,2,2.15269899368286,1.48192048072815,0.13000001013279,1,0,49,0.024157902225852,6,1.15810978412628,3
"1038","Dole","Robert","KS",0,0,1,0,0,0,1,25,0,0,1,0,2,0,1,103,1050,10513,1992,0,0,1968,0,0,0,63,0.310999989509583,0,0,13,1,0.168999999761581,0,1,3969,28,1,1,1,0,0.399352550506592,0.778106570243835,0.527999997138977,1,0,169,0.63384211063385,4,0.742782354354858,2
"1039","Domenici","Pete","NM",0,0,0,0,0,3,6,23,1,3,0,0,2,0,0,103,1051,14103,1992,0,0,1972,0,0,0,73,0.231000006198883,0,0,11,0,0,0,0,5329,25,6,3,3,1,0.703217267990112,1.299644947052,0.448000013828278,1,0,121,0.553842127323151,3,0.680418074131012,2
"1040","Dorgan","Byron","ND",0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,103,1052,14812,1992,1,1,1992,0,0,0,59,-0.38400000333786,0,0,1,0,0,0,0,3481,29,3,0,0,0,0.277448326349258,NA,0.167000010609627,0,1,1,0.0611579045653343,1,0.560425698757172,1
"1041","Durenberger","Dave","MN",0,0,2,0,0,0,3,36,0,0,0,0,0,0,0,103,1053,14703,1992,0,0,1978,0,0,0,56,0.0469999983906746,0,0,8,0,0,0,0,3136,38,3,0,0,0,0.330508083105087,0.25749596953392,0.263999998569489,1,0,64,0.369842112064362,8,0.58687162399292,2
"1042","Exon","J.","NE",0,0,2,0,0,0,2,8,0,0,7,7,8,1,2,103,1054,14704,1992,1,1,1978,0,0,0,59,-0.222000002861023,0,1,8,0,0,0,0,3481,18,9,7,2,1,1.41660165786743,1.24592685699463,0.0050000031478703,1,0,64,0.100842095911503,3,1.18929195404053,2
"1043","Faircloth","Lauch","NC",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,103,1055,49304,1992,0,0,1992,0,0,0,50,0.773000001907349,0,0,1,0,0,0,0,2500,2,0,0,0,0,0.0215107202529907,NA,0.990000009536743,1,1,1,1.09584212303162,12,0.368596643209457,1
"1044","Feingold","Russell","WI",0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,103,1056,49309,1992,1,1,1992,0,0,0,53,-0.550000011920929,0,0,1,1,0.270000010728836,0,0,2809,19,1,0,0,0,0.159405007958412,NA,0.333000004291534,0,1,1,0.227157905697823,9,0.560425698757172,1
"1045","Feinstein","Dianne","CA",0,0,1,0,0,2,5,21,0,0,1,1,2,1,1,103,1057,49300,1992,1,1,1992,1,0,0,54,-0.250999987125397,0,0,1,0,0,0,0,2916,24,6,3,1,1,0.809764206409454,NA,0.0339999869465828,1,1,1,0.0718421116471291,52,0.560425698757172,2
"1046","Ford","Wendell","KY",0,0,3,0,0,3,3,13,1,1,5,4,6,1,1,103,1058,14302,1992,1,1,1974,0,0,0,63,-0.26800000667572,1,1,10,1,0.0780000016093254,1,0,3969,22,7,8,2,2,1.3463294506073,1.71232521533966,0.0510000064969063,1,0,100,0.0548420920968056,6,2.21972107887268,2
"1047","Glenn","John","OH",0,0,1,0,0,2,5,28,0,1,7,7,7,2,4,103,1059,14304,1992,1,1,1974,0,0,0,51,-0.307000011205673,1,1,10,0,0,0,0,2601,36,12,9,5,2,2.18257308006287,2.46100735664368,0.0900000110268593,1,0,100,0.0158420894294977,19,2.21972107887268,2
"1048","Gorton","Slade","WA",0,0,0,0,0,2,3,22,0,0,2,1,2,0,1,103,1060,14904,1992,0,0,1988,0,0,0,51,0.24099999666214,0,0,3,1,0.211999997496605,0,0,2601,24,4,4,1,0,0.587703824043274,0.725728869438171,0.458000004291534,1,0,9,0.563842117786407,9,0.430960923433304,2
"1049","Graham","Bob","FL",1,1,2,0,0,1,2,19,0,0,1,0,1,1,1,103,1061,15503,1992,1,1,1986,0,0,0,65,-0.239999994635582,0,1,4,1,0.254999995231628,0,0,4225,22,3,3,1,1,0.64757627248764,0.884174168109894,0.022999994456768,1,0,16,0.0828421041369438,23,1.06456327438354,2
"1050","Gramm","Phil","TX",0,0,1,0,0,1,1,15,1,1,0,0,0,0,0,103,1062,14628,1992,0,0,1984,0,0,0,60,0.556999981403351,0,0,5,0,0,0,0,3600,16,1,1,1,1,0.335945039987564,0.0532362386584282,0.773999989032745,1,0,25,0.879842102527618,30,0.49332520365715,2
"1051","Grassley","Chuck","IA",0,0,1,0,0,0,1,22,0,0,0,0,0,0,0,103,1063,14226,1992,0,0,1980,0,0,0,70,0.328000009059906,0,0,7,1,0.266000002622604,0,0,4900,23,1,0,0,0,0.182349786162376,0.575268030166626,0.545000016689301,1,0,49,0.650842130184174,5,0.555689513683319,1
"1052","Gregg","Judd","NH",0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,103,1064,14826,1992,0,0,1992,0,0,0,48,0.421000003814697,0,0,1,0,0,0,0,2304,8,1,0,0,0,0.0805323719978333,NA,0.638000011444092,0,1,1,0.743842124938965,2,0.368596643209457,1
"1053","Harkin","Tom","IA",0,0,0,0,0,1,0,20,1,1,4,3,4,2,4,103,1065,14230,1992,1,1,1984,0,0,0,54,-0.449999988079071,0,1,5,0,0,0,0,2916,24,3,5,5,3,1.69234645366669,1.43952620029449,0.232999995350838,1,0,25,0.127157881855965,5,1.09574544429779,3
"1054","Hatch","Orrin","UT",0,0,0,0,0,2,2,29,2,2,3,2,3,1,3,103,1066,14503,1992,0,0,1976,0,0,0,67,0.395999997854233,0,0,9,0,0,0,0,4489,32,4,5,5,3,1.53875112533569,0.789955735206604,0.612999975681305,1,0,81,0.718842089176178,3,0.618053793907166,3
"1055","Hatfield","Mark","OR",0,0,2,0,0,2,4,29,0,1,2,2,2,1,2,103,1067,11203,1992,0,0,1966,0,0,0,54,0.017000000923872,0,0,14,1,0.232999995350838,0,0,2916,33,6,4,3,1,1.11229372024536,0.191673547029495,0.233999997377396,1,0,196,0.339842110872269,5,0.773964524269104,2
"1056","Heflin","Howell","AL",0,0,2,0,0,1,2,17,0,1,5,3,5,3,5,103,1068,14705,1992,1,1,1978,0,0,0,61,-0.0610000006854534,0,1,8,0,0,0,0,3721,24,5,6,6,3,2.02157759666443,1.67962849140167,0.156000003218651,0,0,64,0.261842101812363,7,1.18929195404053,3
"1057","Helms","Jesse","NC",0,0,0,0,0,1,2,43,0,0,0,0,0,0,0,103,1069,14105,1992,0,0,1972,0,0,0,53,0.768999993801117,0,0,11,0,0,0,0,2809,43,2,1,0,0,0.384314775466919,0.193179711699486,0.986000001430511,1,0,121,1.09184205532074,12,0.680418074131012,2
"1058","Hollings","Ernest","SC",0,0,2,0,0,8,11,21,1,2,8,8,8,0,0,103,1070,11204,1992,1,1,1966,0,0,0,50,-0.301999986171722,1,1,14,1,0.28099998831749,0,0,2500,31,19,16,2,1,1.8333398103714,1.91366803646088,0.0849999859929085,1,0,196,0.0208421144634485,6,2.34444975852966,2
"1059","Hutchison","Kay","TX",0,0,0,0,0,0,1,12,0,0,0,0,1,1,0,103,1071,49306,1992,0,0,1993,1,0,0,67,0.349000006914139,0,0,1,1,0.209999993443489,0,0,4489,13,1,0,0,1,0.364316612482071,NA,0.565999984741211,1,1,1,0.671842098236084,30,0.368596643209457,2
"1060","Inouye","Daniel","HI",1,1,8,0,1,10,17,68,0,0,2,4,4,1,1,103,1073,4812,1992,1,1,1962,0,0,0,57,-0.337000012397766,1,1,16,1,0.24600000679493,0,0,3249,80,22,13,2,1,1.92040359973907,3.39329409599304,0.120000012218952,1,0,256,0.0141579126939178,2,2.40681409835815,2
"1061","Jeffords","James","VT",0,0,0,0,0,0,0,12,0,0,1,1,1,1,1,103,1074,14240,1992,0,0,1988,0,0,0,70,-0.0710000023245811,0,0,3,1,0.129999995231628,0,0,4900,13,1,1,1,1,0.554298162460327,0.510693311691284,0.145999997854233,0,0,9,0.251842111349106,1,0.430960923433304,2
"1062","Johnston","J.","LA",0,0,1,0,0,8,14,50,3,6,8,8,8,1,6,103,1075,14107,1992,1,1,1972,0,0,0,54,-0.230000004172325,1,1,11,1,0.150000005960464,0,0,2916,59,22,16,12,4,3.4509117603302,2.13565897941589,0.0130000039935112,1,0,121,0.0928420946002007,7,2.25090336799622,3
"1063","Kassebaum","Nancy","KS",0,0,0,0,0,0,1,16,0,0,3,2,4,1,2,103,1076,14708,1992,0,0,1978,1,0,0,74,0.157000005245209,0,0,8,0,0,0,0,5476,20,3,3,2,1,0.921630144119263,0.333377152681351,0.374000012874603,0,0,64,0.479842096567154,4,0.58687162399292,3
"1064","Kempthorne","Dirk","ID",0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,103,1077,49302,1992,0,0,1992,0,0,0,57,0.510999977588654,0,0,1,0,0,0,0,3249,8,1,1,0,0,0.170180171728134,NA,0.727999985218048,1,1,1,0.833842098712921,2,0.368596643209457,1
"1065","Kennedy","Edward","MA",0,0,0,0,0,5,7,25,0,3,16,19,26,3,8,103,1078,10808,1992,1,1,1962,0,0,0,65,-0.456999987363815,1,1,16,0,0,0,0,4225,51,26,21,11,3,4.43553638458252,5.59699392318726,0.239999994635582,1,0,256,0.134157881140709,10,2.40681409835815,3
"1066","Kerrey","J.","NE",0,0,0,0,0,1,2,6,0,0,1,1,1,1,1,103,1079,15702,1992,1,1,1988,0,0,0,57,-0.25900000333786,0,0,3,0,0,0,0,3249,7,3,2,1,1,0.587271213531494,0.0335864312946796,0.0420000031590462,1,0,9,0.0638420954346657,3,0.622789978981018,2
"1067","Kerry","John","MA",1,1,1,1,1,4,8,22,0,0,3,4,4,1,2,103,1080,14920,1992,1,1,1984,0,0,0,57,-0.377999991178513,0,1,5,0,0,0,0,3249,27,13,8,3,2,1.38496625423431,0.860589623451233,0.160999998450279,0,0,25,0.0551578924059868,10,1.09574544429779,2
"1068","Kohl","Herb","WI",0,0,0,0,0,2,6,27,0,2,1,2,2,0,1,103,1081,15703,1992,1,1,1988,0,0,0,52,-0.28600001335144,0,1,3,0,0,0,0,2704,29,8,3,3,0,0.787604153156281,0.497122257947922,0.0690000131726265,1,0,9,0.0368420854210854,9,1.03338122367859,2
"1069","Krueger","Robert","TX",0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,103,1082,14247,1992,1,1,NA,0,0,0,NA,-0.122000001370907,0,0,1,0,0,0,0,NA,7,2,0,0,0,0.0907963886857033,NA,0.0949999988079071,0,1,1,0.200842097401619,30,0.560425698757172,1
"1070","Lautenberg","Frank","NJ",0,0,0,0,0,2,8,48,0,0,1,2,3,0,1,103,1083,14914,1992,1,1,1982,0,0,0,54,-0.397000014781952,0,1,6,0,0,0,0,2916,51,10,3,1,0,0.891356587409973,0.739668190479279,0.180000022053719,1,0,36,0.0741579160094261,13,1.12692761421204,2
"1071","Leahy","Patrick","VT",0,0,0,0,0,5,2,21,3,5,9,10,10,3,6,103,1084,14307,1992,1,1,1974,0,0,0,54,-0.386000007390976,1,1,10,0,0,0,0,2916,31,12,14,11,6,3.48297810554504,3.52263069152832,0.169000014662743,1,0,100,0.0631579086184502,1,2.21972107887268,3
"1072","Levin","Carl","MI",0,0,0,0,0,2,2,9,1,2,5,5,5,1,4,103,1085,14709,1992,1,1,1978,0,0,0,57,-0.414000004529953,0,1,8,0,0,0,0,3249,14,7,7,6,2,1.6687867641449,1.54572463035583,0.19700001180172,1,0,64,0.0911579057574272,16,1.18929195404053,2
"1073","Lieberman","Joseph","CT",1,1,1,0,1,1,5,30,0,0,1,1,1,0,0,103,1086,15704,1992,1,1,1988,0,0,0,50,-0.236000001430511,0,1,3,1,0.200000002980232,0,0,2500,32,7,3,1,0,0.503350734710693,0.294054448604584,0.0190000012516975,1,0,9,0.0868420973420143,6,1.03338122367859,1
"1074","Lott","Trent","MS",0,0,2,0,0,3,3,15,0,1,0,0,0,0,0,103,1087,14031,1992,0,0,1988,0,0,0,54,0.462999999523163,0,0,3,0,0,0,0,2916,17,3,3,1,0,0.32264569401741,0.168694213032722,0.680000007152557,1,0,9,0.78584212064743,5,0.430960923433304,2
"1075","Lugar","Richard","IN",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,103,1088,14506,1992,0,0,1976,0,0,0,68,0.279000014066696,0,0,9,0,0,0,0,4624,5,0,0,0,0,0.0358511991798878,0.0794878900051117,0.496000021696091,0,0,81,0.601842105388641,10,0.618053793907166,1
"1076","Mack","Connie","FL",0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,103,1089,15037,1992,0,0,1988,0,0,0,50,0.409000009298325,0,0,3,0,0,0,1,2500,30,0,0,0,0,0.215107202529907,0.180535152554512,0.625999987125397,1,0,9,0.73184210062027,23,0.430960923433304,1
"1077","Mathews","Harlan","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1090,49305,1992,1,1,1993,0,0,0,NA,-0.333000004291534,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0.11600000411272,1,1,1,0.0101579045876861,9,0.560425698757172,1
"1078","McCain","John","AZ",0,0,0,0,0,5,9,39,1,3,7,7,7,2,6,103,1091,15039,1992,0,0,1986,0,0,0,56,0.347000002861023,0,0,4,0,0,0,0,3136,46,16,12,9,3,2.88454747200012,2.34143757820129,0.564000010490417,1,0,16,0.669842123985291,6,0.462143063545227,3
"1079","McConnell","Mitch","KY",0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,103,1092,14921,1992,0,0,1984,0,0,0,52,0.372000008821487,0,0,5,0,0,0,0,2704,11,1,0,0,0,0.102043092250824,0.732990324497223,0.58899998664856,1,0,25,0.694842100143433,6,0.49332520365715,1
"1080","Metzenbaum","Howard","OH",0,0,1,0,0,3,9,36,1,2,4,5,7,1,1,103,1093,14073,1992,1,1,1976,0,0,0,57,-0.495999991893768,0,1,10,1,0.354999989271164,0,0,3249,44,14,7,3,2,1.70252585411072,2.84195899963379,0.278999984264374,0,0,100,0.173157885670662,19,1.25165617465973,2
"1081","Mikulski","Barbara","MD",0,0,0,0,0,1,2,14,0,1,1,1,1,0,0,103,1094,14440,1992,1,1,1986,1,0,0,71,-0.374000012874603,0,1,4,0,0,0,0,5041,15,3,2,1,0,0.350118309259415,0.588053703308105,0.15700002014637,1,0,16,0.0511579141020775,8,1.06456327438354,1
"1082","Mitchell","George","ME",0,0,0,0,0,2,2,14,0,1,5,5,7,1,2,103,1095,14713,1992,1,1,1980,0,0,0,81,-0.384999990463257,0,0,8,0,0,1,0,6561,21,7,7,3,1,1.34417760372162,1.4668984413147,0.167999997735023,1,0,64,0.062157891690731,2,0.778700709342957,3
"1083","Moseley-Braun","Carol","IL",0,0,0,0,0,1,4,13,0,0,2,1,2,1,2,103,1096,49303,1992,1,1,1992,1,1,0,53,-0.374000012874603,0,0,1,1,0.301999986171722,0,0,2809,15,5,3,2,1,0.864955365657806,NA,0.15700002014637,0,1,1,0.0511579141020775,20,0.560425698757172,3
"1084","Moynihan","Daniel","NY",2,1,3,2,2,4,4,30,0,0,6,8,9,0,1,103,1097,14508,1992,1,1,1976,0,0,0,67,-0.331999987363815,1,1,9,0,0,0,0,4489,42,13,12,3,2,1.47999238967896,2.03154492378235,0.114999987185001,1,0,81,0.00915788765996695,31,2.18853902816772,2
"1085","Murkowski","Frank","AK",1,1,1,0,1,7,9,23,0,1,0,0,0,0,0,103,1098,14907,1992,0,0,1980,0,0,0,53,0.324999988079071,0,0,7,0,0,0,0,2809,24,10,8,2,0,0.657525718212128,0.357192844152451,0.541999995708466,0,0,49,0.647842109203339,1,0.555689513683319,2
"1086","Murray","Patty","WA",0,0,0,0,0,2,3,16,0,1,1,1,2,1,1,103,1099,49308,1992,1,1,1992,1,0,0,54,-0.386999994516373,0,0,1,1,0.230000004172325,0,0,2916,18,4,3,2,1,0.779890060424805,NA,0.170000001788139,1,1,1,0.0641578957438469,9,0.560425698757172,2
"1087","Nickles","Don","OK",0,0,1,0,0,1,2,8,0,0,0,1,2,0,0,103,1100,14908,1992,0,0,1980,0,0,0,59,0.542999982833862,0,0,7,1,0.248999997973442,0,1,3481,11,3,1,0,0,0.20981228351593,0.109213627874851,0.759999990463257,1,0,49,0.86584210395813,6,0.555689513683319,1
